hierarchy,name,description
centrifuges > lab centrifuges,lab centrifuges ,
centrifuges > vertical centrifuges,vertical centrifuges ,
checkweighers,checkweighers,
checkweighers > loma,loma ,
"checkweighers > mettler, toledo, hi speed","mettler, toledo, hi speed ",
checkweighers > other brands,other brands ,
checkweighers > ramsey - icore,ramsey - icore ,
cleaners and rinsers,cleaners and rinsers,
cleaners and rinsers > bottle cleaners,bottle cleaners ,
cleaners and rinsers > head space sterilizer,head space sterilizer ,
cleaners and rinsers > rinsers,rinsers  ,
cleaners and rinsers > washers,washers  ,
coating equipment,coating equipment,
coating equipment > automatic tablet coaters,automatic tablet coaters ,
coating equipment > coating drums,coating drums ,
"coating equipment > coating equipment, other","coating equipment, other ",
coating equipment > conventional coating pans,conventional coating pans ,
coil and wire equipment,coil and wire equipment,
coil and wire equipment > coil and wire equipment - other,coil and wire equipment - other ,
coil and wire equipment > coil handling,coil handling ,
coil and wire equipment > uncoilers and straighteners,uncoilers and straighteners ,
coil and wire equipment > winders and coilers,winders and coilers ,
construction equipment,construction equipment,
construction equipment > construction equipment - other,construction equipment - other ,
construction equipment > construction mixers,construction mixers ,
construction equipment > construction tools,construction tools ,
construction equipment > construction vehicles,construction vehicles ,
construction equipment > roofing,roofing ,
converting equipment,converting equipment,
"converting equipment > converting equipment, other","converting equipment, other ",
converting equipment > laminators,laminators ,
converting equipment > sheeters,sheeters ,
converting equipment > slitters and cutters,slitters and cutters ,
conveyors,conveyors,
conveyors > belt conveyors,belt conveyors ,
conveyors > belt conveyors > belt conveyors - other,belt conveyors - other ,
conveyors > belt conveyors > mesh and interlock conveyors,mesh and interlock conveyors ,
conveyors > belt conveyors > solid belt conveyors,solid belt conveyors ,
conveyors > belt conveyors > tabletop chain conveyors,tabletop chain conveyors ,
conveyors > case and pallet conveyors,case and pallet conveyors ,
conveyors > case and pallet conveyors > belt over roller conveyor,belt over roller conveyor ,
conveyors > case and pallet conveyors > case conveyor - other,case conveyor - other ,
conveyors > case and pallet conveyors > flex conveyor,flex conveyor ,
conveyors > case and pallet conveyors > roller conveyor,roller conveyor ,
conveyors > elevating and lowering conveyors,elevating and lowering conveyors ,
conveyors > elevating and lowering conveyors > bucket elevators,bucket elevators ,
conveyors > elevating and lowering conveyors > cleated conveyors-elevators,cleated conveyors-elevators ,
conveyors > elevating and lowering conveyors > elevating conveyors - other,elevating conveyors - other ,
conveyors > elevating and lowering conveyors > elevators and lowerators,elevators and lowerators ,
conveyors > specialized conveyors,specialized conveyors ,
conveyors > specialized conveyors > cooling conveyors,cooling conveyors ,
conveyors > specialized conveyors > diverters and laners,diverters and laners ,
conveyors > specialized conveyors > side transfer conveyors,side transfer conveyors ,
conveyors > specialized conveyors > specialized conveyors - other,specialized conveyors - other ,
conveyors > tube and trough conveyors,tube and trough conveyors ,
conveyors > tube and trough conveyors > pneumatic conveyors,pneumatic conveyors ,
conveyors > tube and trough conveyors > screw and auger conveyors,screw and auger conveyors ,
conveyors > tube and trough conveyors > vibratory and slide conveyors,vibratory and slide conveyors ,
cup and tray equipment,cup and tray equipment,
cup and tray equipment > bag in box fillers,bag in box fillers ,
cup and tray equipment > inline cup fillers,inline cup fillers ,
cup and tray equipment > rotary cup fillers,rotary cup fillers ,
cup and tray equipment > tray fillers and sealers,tray fillers and sealers ,
dairy equipment,dairy equipment,
dairy equipment > butter and margarine equipment,butter and margarine equipment ,
dairy equipment > cheese production equipment,cheese production equipment ,
dairy equipment > dairy equipment - other,dairy equipment - other ,
dairy equipment > milk tanks and vats,milk tanks and vats ,
disposal equipment,disposal equipment,
disposal equipment > balers,balers ,
disposal equipment > compactors,compactors ,
disposal equipment > pellet mills and briquetters,pellet mills and briquetters ,
disposal equipment > reclaim and recycle,reclaim and recycle ,
distillation columns,distillation columns,
dryers,dryers,
dryers > belt and apron dryers,belt and apron dryers ,
dryers > belt and apron dryers > aeroglide,aeroglide ,
"dryers > belt and apron dryers > belt dryers, other","belt dryers, other  ",
dryers > dryers - other,dryers - other ,
dryers > dryers - other > grain and foodstuff dryers,grain and foodstuff dryers ,
dryers > dryers - other > hot air dryers,hot air dryers ,
dryers > fluid bed dryers,fluid bed dryers ,
dryers > fluid bed dryers > aeromatic,aeromatic ,
"dryers > fluid bed dryers > fluid bed dryers, other","fluid bed dryers, other ",
dryers > fluid bed dryers > glatt,glatt ,
dryers > fluid bed dryers > niro,niro ,
dryers > lyophilizers,lyophilizers ,
dryers > lyophilizers > freeze dryers,freeze dryers ,
dryers > lyophilizers > virtis,virtis ,
dryers > rotary and drum dryers,rotary and drum dryers ,
"dryers > rotary and drum dryers > rotary and drum dryers, other","rotary and drum dryers, other ",
dryers > spray dryers,spray dryers ,
dryers > spray dryers > anhydro,anhydro ,
dryers > spray dryers > bowen,bowen ,
dryers > spray dryers > niro,niro ,
"dryers > spray dryers > spray dryers, other","spray dryers, other ",
dryers > vacuum dryers,vacuum dryers ,
dryers > vacuum dryers > gemco,gemco ,
dryers > vacuum dryers > patterson kelley,patterson kelley ,
dryers > vacuum dryers > stokes,stokes ,
"dryers > vacuum dryers > vacuum dryers, other","vacuum dryers, other ",
dust collectors,dust collectors,
dust collectors > cartridge collectors,cartridge collectors ,
dust collectors > cyclone collectors,cyclone collectors ,
dust collectors > dust collector - other,dust collector - other ,
dust collectors > pulse jet baghouses,pulse jet baghouses ,
dust collectors > reverse air baghouse collectors,reverse air baghouse collectors ,
dust collectors > shaker collectors,shaker collectors ,
electrical and electronic,electrical and electronic,
electrical and electronic > electrical equipment,electrical equipment ,
"electrical and electronic > electrical equipment > boards, controllers and modules","boards, controllers and modules ",
electrical and electronic > electrical equipment > control panels and switchgear,control panels and switchgear ,
electrical and electronic > electrical equipment > gen,gen ,
electrical and electronic > electrical equipment > lighting equipment,lighting equipment ,
electrical and electronic > electrical equipment > transformers and power supplies,transformers and power supplies ,
electrical and electronic > electronic equipment,electronic equipment ,
electrical and electronic > electronic equipment > communication equipment,communication equipment ,
electrical and electronic > electronic equipment > electronic components,electronic components ,
electrical and electronic > electronic equipment > pc board assembly equipment,pc board assembly equipment ,
electrical and electronic > electronic equipment > semiconductor processing equipment,semiconductor processing equipment ,
electrical and electronic > electronic equipment > telecom - network,telecom - network ,
evaporators,evaporators,
"evaporators > evaporators, other","evaporators, other ",
evaporators > plate evaporators,plate evaporators ,
evaporators > rising-falling film evaporators,rising-falling film evaporators ,
evaporators > wiped film evaporators,wiped film evaporators ,
extruding equipment,extruding equipment,
extruding equipment > extructors,extructors ,
extruding equipment > pug mills,pug mills ,
extruding equipment > single screw extruders,single screw extruders ,
extruding equipment > twin screw extruders,twin screw extruders ,
fabrication equipment,fabrication equipment,
"fabrication equipment > plasma, laser and jet cutters","plasma, laser and jet cutters ",
fabrication equipment > riveters and fastening machine,riveters and fastening machine ,
fabrication equipment > saws and shears,saws and shears ,
fabrication equipment > welding and soldering equipment,welding and soldering equipment ,
feeders,feeders,
feeders > packaging feeders,packaging feeders ,
feeders > packaging feeders > bottle feeders,bottle feeders ,
feeders > packaging feeders > cap feeders,cap feeders ,
feeders > packaging feeders > coupon and card feeders,coupon and card feeders ,
feeders > parts feeders,parts feeders ,
feeders > parts feeders > centrifugal bowl feeders,centrifugal bowl feeders ,
feeders > parts feeders > parts counters,parts counters ,
feeders > parts feeders > vibratory bowl feeders,vibratory bowl feeders ,
feeders > parts feeders > vibratory slide feeders,vibratory slide feeders ,
feeders > powder feeders,powder feeders ,
feeders > powder feeders > bag dump stations,bag dump stations ,
feeders > powder feeders > belt feeders,belt feeders ,
feeders > powder feeders > screw and auger feeders,screw and auger feeders ,
feeders > powder feeders > vacuum and pneumatic feeders,vacuum and pneumatic feeders ,
feeders > powder feeders > weigh feeders,weigh feeders ,
fillers,fillers,
fillers > cup and tray fillers - do not use,cup and tray fillers - do not use ,
fillers > cup and tray fillers - do not use > inline cup fillers - do not use,inline cup fillers - do not use ,
fillers > cup and tray fillers - do not use > rotary cup fillers - do not use,rotary cup fillers - do not use ,
fillers > cup and tray fillers - do not use > tray fillers and sealers - do not use,tray fillers and sealers - do not use ,
fillers > liquid fillers,liquid fillers ,
fillers > liquid fillers > filler - cappers,filler - cappers ,
fillers > liquid fillers > gravity and pressure fillers,gravity and pressure fillers ,
fillers > liquid fillers > liquid scale fillers - do not use,liquid scale fillers - do not use ,
fillers > liquid fillers > positive displacement fillers,positive displacement fillers ,
fillers > liquid fillers > time fillers,time fillers ,
fillers > liquid fillers > vacuum fillers,vacuum fillers ,
fillers > liquid fillers > vial and ampoule fillers,vial and ampoule fillers ,
fillers > paste fillers,paste fillers ,
fillers > paste fillers > inline piston fillers,inline piston fillers ,
fillers > paste fillers > rotary piston fillers,rotary piston fillers ,
fillers > paste fillers > tube fillers and sealers,tube fillers and sealers ,
fillers > powder fillers,powder fillers ,
fillers > powder fillers > auger fillers,auger fillers ,
"fillers > powder fillers > powder fillers, other","powder fillers, other ",
fillers > powder fillers > valve bag and super sack fillers,valve bag and super sack fillers ,
fillers > powder fillers > volumetric fillers,volumetric fillers ,
fillers > scale fillers,scale fillers ,
filtration,filtration,
filtration > non press filters,non press filters ,
filtration > non press filters > carbon and sand filters,carbon and sand filters ,
filtration > non press filters > cartridge filters,cartridge filters ,
filtration > non press filters > magnetic filters,magnetic filters ,
filtration > non press filters > membrane and basket filters,membrane and basket filters ,
filtration > non press filters > vacuum filters,vacuum filters ,
filtration > press filters,press filters ,
filtration > press filters > belt filters,belt filters ,
filtration > press filters > oil filters and oil presses,oil filters and oil presses ,
filtration > press filters > plate and frame presses,plate and frame presses ,
filtration > press filters > pressure filters,pressure filters ,
fire protection,fire protection,
fire protection > fire protection cabinets,fire protection cabinets ,
fire protection > fire protection general,fire protection general ,
fire protection > ventilation units,ventilation units ,
flow regulating equipment,flow regulating equipment,
flow regulating equipment > fittings,fittings ,
flow regulating equipment > flow meters,flow meters ,
flow regulating equipment > level and temperature gauges,level and temperature gauges ,
flow regulating equipment > pipe,pipe ,
flow regulating equipment > valves,valves ,
flow regulating equipment > valves > ball - butterfly - globe,ball - butterfly - globe ,
flow regulating equipment > valves > diaphragm - spiral,diaphragm - spiral ,
flow regulating equipment > valves > gate - plug - needle,gate - plug - needle ,
flow regulating equipment > valves > pinch - squeeze - spiral sock,pinch - squeeze - spiral sock ,
food processing,food processing,
food processing > cookers and blanchers,cookers and blanchers ,
food processing > cookers and blanchers > blanchers,blanchers ,
food processing > cookers and blanchers > pasteurizers and can coolers,pasteurizers and can coolers ,
food processing > cookers and blanchers > retorts,retorts ,
food processing > cookers and blanchers > steam cookers,steam cookers ,
food processing > cookers and blanchers > thermascrews,thermascrews ,
food processing > cutters and slicers,cutters and slicers ,
food processing > cutters and slicers > comitrols,comitrols  ,
food processing > cutters and slicers > shredders,shredders ,
"food processing > cutters and slicers > slicers, dicers and choppers","slicers, dicers and choppers ",
food processing > cutters and slicers > vcm - hcm cutter mixers,vcm - hcm cutter mixers ,
food processing > frying equipment,frying equipment ,
food processing > frying equipment > batch fryers,batch fryers ,
food processing > frying equipment > batterers and breaders,batterers and breaders ,
food processing > frying equipment > belt fryers,belt fryers ,
"food processing > frying equipment > frying equipment, other","frying equipment, other ",
food processing > vegetable and fruit equipment,vegetable and fruit equipment ,
food processing > vegetable and fruit equipment > graders and sorters,graders and sorters ,
food processing > vegetable and fruit equipment > peelers - pitters - huskers,peelers - pitters - huskers ,
food processing > vegetable and fruit equipment > vegetable washers,vegetable washers ,
food processing > vegetable and fruit equipment > veg-fruit equipment - other,veg-fruit equipment - other ,
form-fill-seal,form-fill-seal,
"form-fill-seal > form-fill-seal, other","form-fill-seal, other ",
form-fill-seal > horizontal form-fill-seal,horizontal form-fill-seal ,
form-fill-seal > protective packaging systems,protective packaging systems ,
form-fill-seal > vertical form-fill-seal,vertical form-fill-seal ,
freezers and coolers,freezers and coolers,
freezers and coolers > batch freezers and coolers,batch freezers and coolers ,
freezers and coolers > batch freezers and coolers > freezing and cooling boxes,freezing and cooling boxes ,
freezers and coolers > batch freezers and coolers > plate coolers and freezers,plate coolers and freezers ,
freezers and coolers > batch freezers and coolers > walk-in freezers and coolers,walk-in freezers and coolers ,
freezers and coolers > continuous freezers and coolers,continuous freezers and coolers ,
freezers and coolers > continuous freezers and coolers > freeze tunnels,freeze tunnels ,
freezers and coolers > continuous freezers and coolers > ice cream freezers,ice cream freezers ,
freezers and coolers > continuous freezers and coolers > spiral freezers and coolers,spiral freezers and coolers ,
generators,generators,
generators > electric generators,electric generators ,
generators > gas generators,gas generators ,
generators > other,other ,
generators > steam turbine,steam turbine ,
heat exchangers,heat exchangers,
heat exchangers > plate heat exchangers,plate heat exchangers ,
heat exchangers > scraped surface (votators),scraped surface (votators) ,
heat exchangers > spiral heat exchangers,spiral heat exchangers ,
heat exchangers > tube in shell heat exchangers,tube in shell heat exchangers ,
homogenizers,homogenizers,
homogenizers > gaulin type,gaulin type ,
homogenizers > homogenizing mixers,homogenizing mixers ,
hvac equipment,hvac equipment,
hvac equipment > air conditioners,air conditioners ,
hvac equipment > air handling equipment,air handling equipment ,
hvac equipment > air heaters,air heaters ,
hvac equipment > hvac- other,hvac- other ,
hvac equipment > package hvac units,package hvac units ,
hydraulic equipment,hydraulic equipment,
industrial ovens and kilns,industrial ovens and kilns,
industrial ovens and kilns > batch ovens,batch ovens ,
industrial ovens and kilns > industrial roasters,industrial roasters ,
industrial ovens and kilns > tunnel ovens,tunnel ovens ,
industrial vehicles,industrial vehicles,
industrial vehicles > battery chargers,battery chargers ,
industrial vehicles > specialized vehicles,specialized vehicles ,
industrial vehicles > trailers,trailers ,
industrial vehicles > trucks,trucks ,
industrial vehicles > vehicle parts,vehicle parts ,
kettles,kettles,
kettles > mixing kettles,mixing kettles ,
kettles > non agitated kettles,non agitated kettles ,
kettles > self contained kettles,self contained kettles ,
kettles > vacuum and pressure kettles,vacuum and pressure kettles ,
labelers,labelers,
labelers > conveyorized pressure sensitive labelers,conveyorized pressure sensitive labelers ,
labelers > glue labelers,glue labelers ,
"labelers > labelers, other","labelers, other ",
labelers > semi auto pressure sensitive labelers,semi auto pressure sensitive labelers ,
labelers > sleeve labeler,sleeve labeler ,
laboratory,laboratory,
laboratory > clean rooms,clean rooms ,
laboratory > controlled environment,controlled environment ,
laboratory > glove boxes,glove boxes ,
laboratory > lab equipment,lab equipment ,
laboratory > testing and analyzing equipment,testing and analyzing equipment ,
locomotive parts,locomotive parts,
locomotive parts > air system components,air system components ,
locomotive parts > cab components,cab components ,
machine shop and tools,machine shop and tools,
machine shop and tools > ancillary machine shop,ancillary machine shop ,
machine shop and tools > ancillary machine shop > indexers,indexers ,
machine shop and tools > ancillary machine shop > surface plates,surface plates ,
machine shop and tools > ancillary machine shop > unclassified machine shop tools,unclassified machine shop tools ,
machine shop and tools > primary machine tools,primary machine tools ,
machine shop and tools > primary machine tools > drills and boring machines,drills and boring machines ,
machine shop and tools > primary machine tools > grinding machines,grinding machines ,
machine shop and tools > primary machine tools > lathes and turning machines,lathes and turning machines ,
machine shop and tools > primary machine tools > machining centers,machining centers ,
machine shop and tools > primary machine tools > milling machines,milling machines ,
machine shop and tools > primary machine tools > primary tools-assorted,primary tools-assorted ,
machine shop and tools > secondary machine tools,secondary machine tools ,
machine shop and tools > secondary machine tools > edm machines,edm machines ,
machine shop and tools > secondary machine tools > machine tools - other,machine tools - other ,
machine shop and tools > secondary machine tools > threaders and screw machines,threaders and screw machines ,
machine shop and tools > tools and parts,tools and parts ,
machine shop and tools > tools and parts > machine parts,machine parts ,
machine shop and tools > tools and parts > tool cabinets and carts,tool cabinets and carts ,
machine shop and tools > tools and parts > tools,tools ,
manufacturing equipment - general,manufacturing equipment - general,
manufacturing equipment - general > assembly equipment,assembly equipment ,
manufacturing equipment - general > inspection equipment,inspection equipment ,
manufacturing equipment - general > manufacturing equipment - other,manufacturing equipment - other ,
manufacturing equipment - general > robots,robots ,
manufacturing equipment - general > supplies,supplies ,
material handling,material handling,
material handling > drum and tote handling equipment,drum and tote handling equipment ,
material handling > forklifts and pallet jacks,forklifts and pallet jacks ,
"material handling > hoists, cranes and lifts","hoists, cranes and lifts ",
material testing equipment,material testing equipment,
material testing equipment > hardness testers,hardness testers ,
material testing equipment > specialized material testing,specialized material testing ,
material testing equipment > tensile testers,tensile testers ,
meat equipment,meat equipment,
meat equipment > breakdown meat equipment,breakdown meat equipment ,
meat equipment > breakdown meat equipment > deboners,deboners ,
meat equipment > breakdown meat equipment > meat saws and cutters,meat saws and cutters ,
meat equipment > breakdown meat equipment > separators,separators ,
meat equipment > cutting and grinding meat equipment,cutting and grinding meat equipment ,
meat equipment > cutting and grinding meat equipment > bowl cutters,bowl cutters ,
meat equipment > cutting and grinding meat equipment > frozen block breakers,frozen block breakers ,
meat equipment > cutting and grinding meat equipment > meat grinders,meat grinders ,
meat equipment > cutting and grinding meat equipment > meat slicers,meat slicers ,
meat equipment > meat preparation equipment,meat preparation equipment ,
"meat equipment > meat preparation equipment > meat prep, other","meat prep, other ",
meat equipment > meat preparation equipment > patty and meatball formers,patty and meatball formers ,
meat equipment > meat preparation equipment > tenderizers,tenderizers ,
meat equipment > meat preparation equipment > tumblers and marinators,tumblers and marinators ,
meat equipment > sausage equipment,sausage equipment ,
meat equipment > sausage equipment > clippers,clippers ,
meat equipment > sausage equipment > meat mixers,meat mixers ,
meat equipment > sausage equipment > skinners,skinners ,
meat equipment > sausage equipment > stuffers,stuffers ,
meat equipment > specialized meat equipment,specialized meat equipment ,
"meat equipment > specialized meat equipment > meat specialized, other","meat specialized, other ",
meat equipment > specialized meat equipment > poultry equipment,poultry equipment ,
meat equipment > specialized meat equipment > seafood equipment,seafood equipment ,
meat equipment > specialized meat equipment > smokehouses,smokehouses ,
metal detectors,metal detectors,
metal detectors > conveyor metal detectors,conveyor metal detectors ,
metal detectors > gravity feed metal detectors,gravity feed metal detectors ,
metal detectors > pipeline metal detectors,pipeline metal detectors ,
metal detectors > x-ray scanners,x-ray scanners ,
metal shaping and finishing,metal shaping and finishing,
metal shaping and finishing > metal finishing equipment,metal finishing equipment ,
metal shaping and finishing > metal finishing equipment > engravers and marking machines,engravers and marking machines ,
metal shaping and finishing > metal finishing equipment > finishing and polishing equipment,finishing and polishing equipment ,
metal shaping and finishing > metal finishing equipment > heat treating equipment,heat treating equipment ,
metal shaping and finishing > metal finishing equipment > painting and coating equipment,painting and coating equipment ,
metal shaping and finishing > metal shaping equipment,metal shaping equipment ,
metal shaping and finishing > metal shaping equipment > benders,benders ,
metal shaping and finishing > metal shaping equipment > brakes and roll formers,brakes and roll formers ,
metal shaping and finishing > metal shaping equipment > fabrication,fabrication ,
mills,mills,
mills > air and jet mills,air and jet mills ,
mills > air and jet mills > air classifier mills,air classifier mills ,
mills > air and jet mills > micronizers and jet mills,micronizers and jet mills ,
mills > attrition and disc mills,attrition and disc mills ,
mills > attrition and disc mills > disc mills - other,disc mills - other ,
mills > attrition and disc mills > entoleter,entoleter ,
mills > attrition and disc mills > union process,union process ,
mills > grinders and crushers,grinders and crushers ,
mills > grinders and crushers > delumpers,delumpers ,
mills > grinders and crushers > grinders and crushers - other,grinders and crushers - other ,
mills > hammermills,hammermills ,
mills > hammermills > fitzpatrick mills,fitzpatrick mills ,
mills > hammermills > hammer mills - other,hammer mills - other ,
mills > hammermills > hosokawa mikro mills,hosokawa mikro mills ,
mills > hammermills > jacobson mills,jacobson mills ,
mills > hammermills > rietz mills,rietz mills ,
mills > media mills,media mills ,
mills > media mills > ball and pebble mills,ball and pebble mills ,
mills > media mills > jar mills,jar mills ,
mills > media mills > media mills - other,media mills - other ,
mills > media mills > sand mills,sand mills ,
mills > plastic granulators,plastic granulators ,
